protein_a	protein_b	combined_score
BCL2	IL22	0.413
BCL2	IL2RA	0.42
BCL2	IL2RB	0.438
BCL2	IL2RG	0.442
BCL2	IL3	0.679
BCL2	IL4	0.607
BCL2	IL5	0.415
BCL2	IL6	0.868
BCL2	IL6R	0.436
BCL2	IL7	0.72
BCL2	IL7R	0.742
BCL2	IRF4	0.621
BCL2	IRF8	0.416
BCL2	ITGAM	0.524
BCL2	ITGAX	0.421
BCL2	ITGB1	0.659
BCL2	ITGB2	0.589
BCL2	KLRG1	0.452
BCL2	KLRK1	0.403
BCL2	LAG3	0.418
BCL2	LCK	0.691
BCL2	MMP9	0.804
BCL2	MPO	0.583
BCL2	MTOR	0.765
BCL2	MYD88	0.624
BCL2	NCAM1	0.607
BCL2	NFE2L2	0.687
BCL2	NFKB1	0.818
BCL2	NLRP3	0.516
BCL2	NOS2	0.466
BCL2	NOTCH1	0.676
BCL2	NQO1	0.611
BCL2	NTRK2	0.52
BCL2	OCLN	0.453
BCL2	PDCD1	0.478
BCL2	PDCD1LG2	0.401
BCL2	PDGFRA	0.437
BCL2	PECAM1	0.752
BCL2	PPARGC1A	0.744
BCL2	PRDM1	0.515
BCL2	PRF1	0.522
BCL2	PTGS2	0.745
BCL2	PTPRC	0.662
BCL2	PXDNL	0.844
BCL2	SCARB1	0.42
BCL2	SDC1	0.582
BCL2	SELE	0.54
BCL2	SELL	0.497
BCL2	SIRT1	0.744
BCL2	SLC2A1	0.512
BCL2	SOD1	0.998
BCL2	SOD2	0.633
BCL2	SPN	0.702
BCL2	STAT1	0.611
BCL2	STAT3	0.959
BCL2	STAT6	0.766
BCL2	TBX21	0.498
BCL2	TFAM	0.639
BCL2	TGFB1	0.689
BCL2	THY1	0.452
BCL2	TJP1	0.481
BCL2	TLR2	0.632
BCL2	TLR4	0.724
BCL2	TLR7	0.402
BCL2	TLR9	0.46
BCL2	TNF	0.885
BCL2	TNFRSF1A	0.661
BCL2	TNFRSF4	0.412
BCL2	TNFRSF9	0.455
BCL2	TNFSF13B	0.673
BCL2	TXN	0.618
BCL2	VCAM1	0.589
BCL6	BTK	0.522
BCL6	BTLA	0.623
BCL6	CCL3	0.697
BCL6	CCL4	0.446
BCL6	CCR5	0.418
BCL6	CCR6	0.625
BCL6	CCR7	0.655
BCL6	CCRL2	0.536
BCL6	CD163	0.4
BCL6	CD19	0.826
BCL6	CD1D	0.424
BCL6	CD2	0.577
BCL6	CD22	0.601
BCL6	CD27	0.628
BCL6	CD274	0.521
BCL6	CD276	0.418
BCL6	CD28	0.59
BCL6	CD34	0.504
BCL6	CD38	0.695
BCL6	CD4	0.799
BCL6	CD40	0.741
BCL6	CD40LG	0.775
BCL6	CD44	0.638
BCL6	CD5	0.863
BCL6	CD68	0.459
BCL6	CD69	0.548
BCL6	CD79A	0.876
BCL6	CD79B	0.728
BCL6	CD80	0.653
BCL6	CD83	0.417
BCL6	CD86	0.674
BCL6	CD8A	0.702
BCL6	CR2	0.726
BCL6	CTLA4	0.619
BCL6	CXCL13	0.714
BCL6	CXCR3	0.586
BCL6	CXCR4	0.709
BCL6	CXCR5	0.894
BCL6	FAS	0.721
BCL6	FCGR2B	0.404
BCL6	FCGR3A	0.478
BCL6	FCGR3B	0.44
BCL6	FOXP3	0.8
BCL6	GZMA	0.566
BCL6	GZMB	0.608
BCL6	HAVCR2	0.422
BCL6	HIF1A	0.626
BCL6	ICOS	0.82
BCL6	ID2	0.601
BCL6	IFNG	0.647
BCL6	IL10	0.597
BCL6	IL12RB1	0.451
BCL6	IL13	0.474
BCL6	IL15	0.452
BCL6	IL17A	0.603
BCL6	IL1B	0.439
BCL6	IL2	0.628
BCL6	IL21	0.814
BCL6	IL21R	0.774
BCL6	IL22	0.446
BCL6	IL2RA	0.486
BCL6	IL2RB	0.532
BCL6	IL4	0.757
BCL6	IL4R	0.425
BCL6	IL5	0.478
BCL6	IL6	0.609
BCL6	IL6R	0.504
BCL6	IL7	0.482
BCL6	IL7R	0.586
BCL6	IL9	0.401
BCL6	IRF4	0.942
BCL6	IRF8	0.63
BCL6	ITGAE	0.442
BCL6	ITGAM	0.5
BCL6	ITGAX	0.55
BCL6	KLRG1	0.527
BCL6	LAG3	0.446
BCL6	LCK	0.43
BCL6	LOC102723996	0.638
BCL6	MS4A1	0.484
BCL6	MYD88	0.591
BCL6	NCAM1	0.53
BCL6	NFKB1	0.69
BCL6	NOTCH1	0.525
BCL6	PDCD1	0.595
BCL6	PDCD1LG2	0.45
BCL6	POU2AF1	0.583
BCL6	PRDM1	0.558
BCL6	PRF1	0.459
BCL6	PTGS2	0.536
BCL6	PTPRC	0.694
BCL6	RORC	0.698
BCL6	S1PR1	0.459
BCL6	SDC1	0.82
BCL6	SELL	0.635
BCL6	SIRT1	0.83
BCL6	SPN	0.706
BCL6	STAT1	0.732
BCL6	STAT3	0.903
BCL6	STAT4	0.6
BCL6	STAT6	0.87
BCL6	TBX21	0.915
BCL6	TLR2	0.451
BCL6	TLR4	0.48
BCL6	TLR7	0.441
BCL6	TLR9	0.402
BCL6	TNF	0.549
BCL6	TNFRSF4	0.488
BCL6	TNFSF13B	0.58
BDNF	CASP1	0.457
BDNF	CASP3	0.72
BDNF	CCL11	0.569
BDNF	CCL2	0.597
BDNF	CCL3	0.432
BDNF	CCL5	0.448
BDNF	CD34	0.446
BDNF	CD4	0.446
BDNF	CD40	0.428
BDNF	CD44	0.429
BDNF	CD68	0.434
BDNF	CLDN5	0.406
BDNF	CNP	0.442
BDNF	CRP	0.72
BDNF	CSF1R	0.76
BDNF	CSF2	0.506
BDNF	CSF3	0.464
BDNF	CX3CL1	0.628
BDNF	CX3CR1	0.517
BDNF	CXCL12	0.699
BDNF	CXCL8	0.713
BDNF	CXCR4	0.492
BDNF	FGF2	0.84
BDNF	GFAP	0.804
BDNF	GPX5	0.532
BDNF	GPX6	0.531
BDNF	GRIA1	0.828
BDNF	GRIN1	0.745
BDNF	GSR	0.418
BDNF	HIF1A	0.521
BDNF	HMOX1	0.627
BDNF	ICAM1	0.621
BDNF	IDO1	0.447
BDNF	IDO2	0.403
BDNF	IFNG	0.604
BDNF	IL10	0.695
BDNF	IL10RA	0.456
BDNF	IL13	0.448
BDNF	IL15	0.413
BDNF	IL17A	0.474
BDNF	IL18	0.482
BDNF	IL1A	0.645
BDNF	IL1B	0.844
BDNF	IL1R1	0.468
BDNF	IL2	0.479
BDNF	IL4	0.589
BDNF	IL6	0.846
BDNF	IL6R	0.41
BDNF	ITGAM	0.476
BDNF	LINGO1	0.488
BDNF	MAG	0.681
BDNF	MBP	0.683
BDNF	MMP9	0.74
BDNF	MOG	0.463
BDNF	MPO	0.473
BDNF	MTOR	0.652
BDNF	NCAM1	0.767
BDNF	NEFH	0.474
BDNF	NEFL	0.535
BDNF	NFE2L2	0.494
BDNF	NFKB1	0.54
BDNF	NTRK2	0.999
BDNF	OLIG1	0.465
BDNF	OLIG2	0.635
BDNF	PDGFRA	0.86
BDNF	PECAM1	0.554
BDNF	PPARGC1A	0.589
BDNF	PTGS2	0.654
BDNF	PTPRC	0.424
BDNF	PXDNL	0.766
BDNF	SELE	0.434
BDNF	SIRT1	0.652
BDNF	SLC2A1	0.601
BDNF	SOD1	0.587
BDNF	SOX10	0.474
BDNF	STAT3	0.685
BDNF	TFAM	0.411
BDNF	TGFB1	0.57
BDNF	THY1	0.648
BDNF	TLR2	0.615
BDNF	TLR4	0.593
BDNF	TNF	0.739
BDNF	TNFRSF1B	0.513
BDNF	TREM2	0.471
BDNF	TXN	0.576
BDNF	VCAM1	0.553
BTK	CASP1	0.703
BTK	CASP3	0.439
BTK	CCL3	0.463
BTK	CCL4	0.419
BTK	CCR1	0.423
BTK	CCR2	0.544
BTK	CCR7	0.402
BTK	CD19	0.887
BTK	CD22	0.709
BTK	CD27	0.501
BTK	CD274	0.515
BTK	CD28	0.444
BTK	CD33	0.471
BTK	CD38	0.592
BTK	CD3E	0.434
BTK	CD4	0.657
BTK	CD40	0.66
BTK	CD40LG	0.637
BTK	CD5	0.737
BTK	CD52	0.612
BTK	CD69	0.517
BTK	CD79A	0.955
BTK	CD79B	0.965
BTK	CD80	0.518
BTK	CD86	0.616
BTK	CD8A	0.557
BTK	CR2	0.541
BTK	CTLA4	0.483
BTK	CXCL12	0.505
BTK	CXCL13	0.484
BTK	CXCR4	0.609
BTK	CXCR5	0.436
BTK	CYBB	0.633
BTK	FCGR2A	0.508
BTK	FCGR2B	0.596
BTK	FCGR3A	0.484
BTK	FCGR3B	0.452
BTK	GPR17	0.513
BTK	ICOS	0.425
BTK	IFNA2	0.512
BTK	IFNB1	0.593
BTK	IFNG	0.669
BTK	IL10	0.488
BTK	IL10RA	0.427
BTK	IL1B	0.533
BTK	IL2	0.477
BTK	IL2RG	0.559
BTK	IL4	0.449
BTK	IL6	0.568
BTK	IL7R	0.422
BTK	IRF4	0.571
BTK	IRF8	0.587
BTK	ITGA4	0.423
BTK	ITGAM	0.521
BTK	ITGAX	0.42
BTK	ITGB2	0.558
BTK	KLRK1	0.613
BTK	LCK	0.752
BTK	MS4A1	0.554
BTK	MTOR	0.541
BTK	MYD88	0.984
BTK	NFKB1	0.759
BTK	NLRP3	0.876
BTK	NOTCH1	0.468
BTK	PDCD1	0.423
BTK	PRDM1	0.421
BTK	PTPRC	0.685
BTK	SELL	0.436
BTK	SPN	0.535
BTK	STAT1	0.473
BTK	STAT3	0.589
BTK	STAT6	0.642
BTK	TLR2	0.606
BTK	TLR4	0.831
BTK	TLR7	0.772
BTK	TLR9	0.911
BTK	TNF	0.593
BTK	TNFRSF13B	0.575
BTK	TNFSF13B	0.778
BTK	TREM2	0.605
BTK	TYROBP	0.768
BTK	VWF	0.479
BTLA	CCL5	0.4
BTLA	CCR6	0.634
BTLA	CCR7	0.695
BTLA	CCRL2	0.561
BTLA	CD163	0.599
BTLA	CD19	0.703
BTLA	CD1C	0.459
BTLA	CD2	0.651
BTLA	CD22	0.746
BTLA	CD27	0.836
BTLA	CD274	0.943
BTLA	CD276	0.77
BTLA	CD28	0.747
BTLA	CD38	0.466
BTLA	CD3E	0.405
BTLA	CD4	0.677
BTLA	CD40	0.636
BTLA	CD40LG	0.774
BTLA	CD5	0.769
BTLA	CD69	0.759
BTLA	CD79A	0.675
BTLA	CD79B	0.435
BTLA	CD80	0.788
BTLA	CD86	0.772
BTLA	CD8A	0.725
BTLA	CR2	0.578
BTLA	CTLA4	0.898
BTLA	CXCL13	0.447
BTLA	CXCR3	0.44
BTLA	CXCR5	0.751
BTLA	CXCR6	0.411
BTLA	FASLG	0.434
BTLA	FCGR2B	0.543
BTLA	FCGR3A	0.42
BTLA	FCGR3B	0.423
BTLA	FOXP3	0.586
BTLA	GZMA	0.468
BTLA	GZMB	0.56
BTLA	HAVCR2	0.816
BTLA	ICOS	0.847
BTLA	IDO1	0.619
BTLA	IDO2	0.437
BTLA	IFNG	0.621
BTLA	IL10	0.511
BTLA	IL15	0.415
BTLA	IL17A	0.455
BTLA	IL2	0.7
BTLA	IL21R	0.575
BTLA	IL2RA	0.443
BTLA	IL2RB	0.434
BTLA	IL4	0.424
BTLA	IL6	0.428
BTLA	IL7	0.434
BTLA	IL7R	0.506
BTLA	IRF4	0.543
BTLA	IRF8	0.468
BTLA	ITGA4	0.547
BTLA	ITGAE	0.403
BTLA	ITGAL	0.534
BTLA	ITGAM	0.439
BTLA	ITGAX	0.457
BTLA	KLRG1	0.527
BTLA	KLRK1	0.493
BTLA	LAG3	0.887
BTLA	LCK	0.467
BTLA	LOC102723996	0.702
BTLA	LTA	0.574
BTLA	MS4A1	0.761
BTLA	PDCD1	0.895
BTLA	PDCD1LG2	0.749
BTLA	PECAM1	0.4
BTLA	POU2AF1	0.621
BTLA	PRDM1	0.458
BTLA	PRF1	0.495
BTLA	PTPRC	0.717
BTLA	SELL	0.589
BTLA	SPN	0.499
BTLA	TBX21	0.585
BTLA	TNF	0.708
BTLA	TNFRSF13B	0.402
BTLA	TNFRSF18	0.63
BTLA	TNFRSF1A	0.439
BTLA	TNFRSF4	0.674
BTLA	TNFRSF9	0.691
BTLA	TNFSF4	0.537
C1QA	C3	0.605
C1QA	CCL19	0.468
C1QA	CCL2	0.47
C1QA	CCL3	0.466
C1QA	CCL4	0.661
C1QA	CCL5	0.617
C1QA	CCR1	0.595
C1QA	CCR2	0.499
C1QA	CCR5	0.574
C1QA	CD163	0.727
C1QA	CD33	0.555
C1QA	CD36	0.604
C1QA	CD4	0.498
C1QA	CD52	0.43
C1QA	CD68	0.746
C1QA	CD86	0.491
C1QA	CFH	0.502
C1QA	CLDN5	0.489
C1QA	CRP	0.698
C1QA	CSF1	0.4
C1QA	CSF1R	0.906
C1QA	CSF3	0.445
C1QA	CSPG4	0.437
C1QA	CX3CR1	0.611
C1QA	CXCL10	0.479
C1QA	CXCL9	0.519
C1QA	CYBB	0.697
C1QA	FASLG	0.415
C1QA	FCGR1A	0.554
C1QA	FCGR2A	0.403
C1QA	FCGR2B	0.506
C1QA	FCGR3A	0.702
C1QA	FCGR3B	0.479
C1QA	GFAP	0.454
C1QA	GZMA	0.434
C1QA	GZMB	0.519
C1QA	HLA-DRB1	0.499
C1QA	IL10RA	0.433
C1QA	IL1B	0.474
C1QA	IL6	0.608
C1QA	IRF8	0.496
C1QA	ITGAM	0.703
C1QA	ITGAX	0.494
C1QA	ITGB2	0.736
C1QA	MRC1	0.703
C1QA	PECAM1	0.449
C1QA	PTPRC	0.522
C1QA	SCARB1	0.527
C1QA	TLR2	0.506
C1QA	TLR4	0.457
C1QA	TLR7	0.428
C1QA	TLR9	0.495
C1QA	TNF	0.452
C1QA	TREM2	0.854
C1QA	TYROBP	0.89
C1QA	VWF	0.487
C3	C5	0.974
C3	CCL2	0.737
C3	CCL3	0.401
C3	CCL5	0.426
C3	CD19	0.706
C3	CD36	0.545
C3	CD4	0.59
C3	CD40	0.402
C3	CD40LG	0.554
C3	CD68	0.426
C3	CD86	0.559
C3	CD8A	0.548
C3	CFH	0.999
C3	CR2	0.999
C3	CRP	0.985
C3	CSF2	0.446
C3	CXCL1	0.413
C3	CXCL10	0.46
C3	CXCL8	0.783
C3	FCGR1A	0.436
C3	FCGR2A	0.459
C3	FCGR2B	0.428
C3	FCGR3A	0.653
C3	FCGR3B	0.646
C3	ICAM1	0.705
C3	IFNA1	0.418
C3	IFNG	0.603
C3	IL10	0.729
C3	IL13	0.404
C3	IL17A	0.447
C3	IL18	0.43
C3	IL1A	0.53
C3	IL1B	0.664
C3	IL2	0.684
C3	IL4	0.493
C3	IL6	0.666
C3	ITGAL	0.57
C3	ITGAM	0.999
C3	ITGAX	0.969
C3	ITGB1	0.436
C3	ITGB2	0.998
C3	MMP9	0.609
C3	MPO	0.786
C3	MRC1	0.52
C3	MYD88	0.419
C3	PTPRC	0.419
C3	PXDNL	0.457
C3	SCARB1	0.562
C3	SELE	0.421
C3	SELP	0.991
C3	TLR2	0.533
C3	TLR4	0.51
C3	TLR9	0.613
C3	TNF	0.621
C3	TREM2	0.413
C3	VCAM1	0.453
C3	VWF	0.574
C5	CD34	0.776
C5	CFH	0.824
C5	CRP	0.439
C5	CXCL8	0.754
C5	IL1B	0.411
C5	IL6	0.427
C5	TNF	0.417
CASP1	CASP3	0.709
CASP1	CCL2	0.707
CASP1	CCL20	0.433
CASP1	CCL3	0.57
CASP1	CCL4	0.486
CASP1	CCL5	0.64
CASP1	CCR1	0.4
CASP1	CCR2	0.515
CASP1	CCR5	0.503
CASP1	CCRL2	0.409
CASP1	CD163	0.473
CASP1	CD274	0.446
CASP1	CD36	0.553
CASP1	CD4	0.715
CASP1	CD40	0.487
CASP1	CD40LG	0.423
CASP1	CD44	0.456
CASP1	CD68	0.615
CASP1	CD80	0.485
CASP1	CD86	0.586
CASP1	CD8A	0.644
CASP1	CRP	0.507
CASP1	CSF1	0.529
CASP1	CSF1R	0.435
CASP1	CSF2	0.589
CASP1	CSF3	0.436
CASP1	CX3CR1	0.448
CASP1	CXCL1	0.578
CASP1	CXCL10	0.657
CASP1	CXCL11	0.412
CASP1	CXCL12	0.406
CASP1	CXCL2	0.457
CASP1	CXCL8	0.668
CASP1	CXCL9	0.674
CASP1	CXCR2	0.448
CASP1	CXCR4	0.435
CASP1	CYBB	0.651
CASP1	FAS	0.838
CASP1	FASLG	0.597
CASP1	FCGR1A	0.402
CASP1	FCGR2A	0.457
CASP1	FCGR2B	0.401
CASP1	FCGR3A	0.556
CASP1	FCGR3B	0.545
CASP1	FGF2	0.522
CASP1	FOXP3	0.438
CASP1	GFAP	0.483
CASP1	GPX5	0.41
CASP1	GPX6	0.41
CASP1	GZMA	0.498
CASP1	GZMB	0.661
CASP1	HIF1A	0.506
CASP1	HMOX1	0.598
CASP1	ICAM1	0.65
CASP1	IDO1	0.436
CASP1	IFNA1	0.579
CASP1	IFNB1	0.791
CASP1	IFNG	0.893
CASP1	IL10	0.724
CASP1	IL10RA	0.427
CASP1	IL12RB1	0.541
CASP1	IL13	0.547
CASP1	IL15	0.563
CASP1	IL17A	0.635
CASP1	IL18	0.998
CASP1	IL1A	0.968
CASP1	IL1B	0.999
CASP1	IL1R1	0.876
CASP1	IL2	0.529
CASP1	IL22	0.51
CASP1	IL33	0.987
CASP1	IL4	0.616
CASP1	IL4R	0.484
CASP1	IL5	0.453
CASP1	IL6	0.881
CASP1	IL7	0.42
CASP1	IRF8	0.463
CASP1	ITGAM	0.661
CASP1	ITGAX	0.582
CASP1	ITGB2	0.507
CASP1	MMP9	0.568
CASP1	MPO	0.581
CASP1	MRC1	0.474
CASP1	MTOR	0.453
CASP1	MYD88	0.921
CASP1	NFE2L2	0.644
CASP1	NFKB1	0.826
CASP1	NLRP3	0.999
CASP1	NOS2	0.428
CASP1	NQO1	0.433
CASP1	OCLN	0.428
CASP1	PECAM1	0.434
CASP1	PRF1	0.487
CASP1	PTGS2	0.631
CASP1	PTPRC	0.614
CASP1	PXDNL	0.627
CASP1	SCARB1	0.489
CASP1	SELE	0.44
CASP1	SELL	0.459
CASP1	SELP	0.431
CASP1	SIRT1	0.544
CASP1	SOD1	0.419
CASP1	SOD2	0.452
CASP1	STAT1	0.702
CASP1	STAT3	0.609
CASP1	STAT6	0.447
CASP1	TGFB1	0.57
CASP1	TJP1	0.416
CASP1	TLR2	0.809
CASP1	TLR4	0.916
CASP1	TLR7	0.67
CASP1	TLR9	0.771
CASP1	TNF	0.904
CASP1	TNFRSF1A	0.74
CASP1	TNFRSF1B	0.439
CASP1	TNFSF13B	0.506
CASP1	TXN	0.575
CASP1	TYROBP	0.437
CASP1	VCAM1	0.506
CASP3	CCL2	0.654
CASP3	CCL3	0.446
CASP3	CCL5	0.495
CASP3	CCR2	0.598
CASP3	CCR3	0.463
CASP3	CCR5	0.58
CASP3	CD19	0.523
CASP3	CD274	0.524
CASP3	CD28	0.432
CASP3	CD34	0.624
CASP3	CD36	0.475
CASP3	CD38	0.421
CASP3	CD4	0.772
CASP3	CD40	0.515
CASP3	CD40LG	0.421
CASP3	CD44	0.653
CASP3	CD68	0.632
CASP3	CD69	0.427
CASP3	CD80	0.462
CASP3	CD86	0.492
CASP3	CD8A	0.671
CASP3	CLDN5	0.499
CASP3	CNP	0.487
CASP3	CRP	0.418
CASP3	CSF1	0.442
CASP3	CSF1R	0.426
CASP3	CSF2	0.525
CASP3	CSF3	0.443
CASP3	CTLA4	0.416
CASP3	CXCL1	0.471
CASP3	CXCL10	0.56
CASP3	CXCL12	0.543
CASP3	CXCL8	0.752
CASP3	CXCL9	0.605
CASP3	CXCR4	0.601
CASP3	CYBB	0.62
CASP3	FAS	0.911
CASP3	FASLG	0.892
CASP3	FCGR2A	0.584
CASP3	FCGR2B	0.568
CASP3	FCGR3A	0.455
CASP3	FCGR3B	0.455
CASP3	FGF2	0.671
CASP3	FOXP3	0.522
CASP3	GFAP	0.808
CASP3	GPX5	0.766
CASP3	GPX6	0.766
CASP3	GSR	0.593
CASP3	GZMA	0.418
CASP3	GZMB	0.986
CASP3	HIF1A	0.766
CASP3	HMGCR	0.507
CASP3	HMOX1	0.806
CASP3	ICAM1	0.635
CASP3	IFNA1	0.506
CASP3	IFNB1	0.516
CASP3	IFNG	0.825
CASP3	IL10	0.786
CASP3	IL12RB1	0.456
CASP3	IL13	0.441
CASP3	IL15	0.439
CASP3	IL17A	0.554
CASP3	IL18	0.639
CASP3	IL1A	0.725
CASP3	IL1B	0.899
CASP3	IL2	0.596
CASP3	IL3	0.429
CASP3	IL4	0.599
CASP3	IL6	0.881
CASP3	IL7	0.412
CASP3	ITGAM	0.608
CASP3	ITGAX	0.45
CASP3	ITGB1	0.508
CASP3	LCK	0.443
CASP3	MBP	0.601
CASP3	MMP9	0.806
CASP3	MPO	0.68
CASP3	MRC1	0.437
CASP3	MTOR	0.723
CASP3	MYD88	0.637
CASP3	NFE2L2	0.717
CASP3	NFKB1	0.821
CASP3	NLRP3	0.6
CASP3	NOS2	0.537
CASP3	NOTCH1	0.576
CASP3	NQO1	0.645
CASP3	NTRK2	0.53
CASP3	OCLN	0.901
CASP3	OLIG1	0.433
CASP3	OLIG2	0.642
CASP3	PDGFRA	0.475
CASP3	PECAM1	0.705
CASP3	PPARGC1A	0.613
CASP3	PRF1	0.527
CASP3	PTGS2	0.865
CASP3	PTPRC	0.649
CASP3	PXDNL	0.918
CASP3	SCARB1	0.459
CASP3	SDC1	0.43
CASP3	SELE	0.46
CASP3	SELL	0.429
CASP3	SELP	0.439
CASP3	SIRT1	0.725
CASP3	SLC2A1	0.456
CASP3	SOD1	0.624
CASP3	SOD2	0.653
CASP3	STAT1	0.78
CASP3	STAT3	0.804
CASP3	TFAM	0.532
CASP3	TGFB1	0.706
CASP3	THY1	0.499
CASP3	TJP1	0.897
CASP3	TLR2	0.594
CASP3	TLR4	0.74
CASP3	TLR7	0.447
CASP3	TLR9	0.413
CASP3	TNF	0.939
CASP3	TNFRSF1A	0.853
CASP3	TXN	0.857
CASP3	VCAM1	0.593
CASP3	VWF	0.472
CAT	GPX5	0.562
CAT	GPX6	0.562
CAT	GSR	0.646
CAT	SOD1	0.92
CAT	SOD2	0.908
CCL11	CCL17	0.616
CCL11	CCL19	0.634
CCL11	CCL2	0.998
CCL11	CCL20	0.686
CCL11	CCL21	0.661
CCL11	CCL22	0.866
CCL11	CCL3	0.507
CCL11	CCL5	0.995
CCL11	CCR1	0.996
CCL11	CCR2	0.998
CCL11	CCR3	0.999
CCL11	CCR5	0.998
CCL11	CCR6	0.78
CCL11	CCR7	0.806
CCL11	CCR8	0.896
CCL11	CCR9	0.836
CCL11	CCRL2	0.455
CCL11	CD163	0.444
CCL11	CD4	0.674
CCL11	CD40	0.451
CCL11	CD40LG	0.731
CCL11	CD68	0.453
CCL11	CD69	0.652
CCL11	CD80	0.423
CCL11	CD86	0.482
CCL11	CD8A	0.603
CCL11	CRP	0.523
CCL11	CSF1	0.62
CCL11	CSF2	0.996
CCL11	CSF3	0.995
CCL11	CX3CL1	0.992
CCL11	CX3CR1	0.874
CCL11	CXCL1	0.999
CCL11	CXCL10	0.999
CCL11	CXCL11	0.998
CCL11	CXCL12	0.998
CCL11	CXCL13	0.767
CCL11	CXCL2	0.997
CCL11	CXCL8	0.929
CCL11	CXCL9	0.999
CCL11	CXCR2	0.907
CCL11	CXCR3	0.989
CCL11	CXCR4	0.876
CCL11	CXCR5	0.753
CCL11	CXCR6	0.752
CCL11	FASLG	0.412
CCL11	FCGR3A	0.569
CCL11	FCGR3B	0.475
CCL11	FGF2	0.968
CCL11	FOXP3	0.448
CCL11	ICAM1	0.618
CCL11	IFNA1	0.697
CCL11	IFNA2	0.758
CCL11	IFNB1	0.641
CCL11	IFNG	0.979
CCL11	IL10	0.843
CCL11	IL13	0.944
CCL11	IL15	0.806
CCL11	IL17A	0.818
CCL11	IL17F	0.686
CCL11	IL18	0.664
CCL11	IL1A	0.974
CCL11	IL1B	0.957
CCL11	IL1R1	0.674
CCL11	IL2	0.861
CCL11	IL22	0.587
CCL11	IL2RA	0.586
CCL11	IL3	0.788
CCL11	IL33	0.844
CCL11	IL4	0.955
CCL11	IL4R	0.726
CCL11	IL5	0.934
CCL11	IL6	0.814
CCL11	IL7	0.812
CCL11	IL7R	0.634
CCL11	IL9	0.902
CCL11	ITGAM	0.54
CCL11	ITGAX	0.488
CCL11	LTA	0.716
CCL11	MMP9	0.485
CCL11	PTGS2	0.612
CCL11	PTPRC	0.487
CCL11	SDC1	0.684
CCL11	SELE	0.674
CCL11	SELL	0.411
CCL11	STAT1	0.401
CCL11	STAT3	0.695
CCL11	STAT6	0.895
CCL11	TGFB1	0.55
CCL11	TLR2	0.466
CCL11	TLR4	0.499
CCL11	TNF	0.861
CCL11	TNFRSF1B	0.402
CCL11	TNFSF13B	0.408
CCL11	VCAM1	0.723
CCL11	VWF	0.531
CCL17	CCL19	0.854
CCL17	CCL2	0.75
CCL17	CCL20	0.741
CCL17	CCL21	0.998
CCL17	CCL22	0.964
CCL17	CCL3	0.51
CCL17	CCL4	0.943
CCL17	CCL5	0.999
CCL17	CCR1	0.942
CCL17	CCR2	0.946
CCL17	CCR3	0.986
CCL17	CCR5	0.981
CCL17	CCR6	0.964
CCL17	CCR7	0.932
CCL17	CCR8	0.998
CCL17	CCR9	0.849
CCL17	CCRL2	0.901
CCL17	CD163	0.634
CCL17	CD1C	0.503
CCL17	CD1D	0.427
CCL17	CD274	0.527
CCL17	CD276	0.434
CCL17	CD28	0.402
CCL17	CD4	0.718
CCL17	CD40	0.561
CCL17	CD40LG	0.524
CCL17	CD68	0.455
CCL17	CD80	0.587
CCL17	CD86	0.627
CCL17	CD8A	0.742
CCL17	CSF1	0.57
CCL17	CSF1R	0.418
CCL17	CSF2	0.698
CCL17	CSF3	0.516
CCL17	CTLA4	0.499
CCL17	CX3CL1	0.856
CCL17	CX3CR1	0.799
CCL17	CXCL1	0.812
CCL17	CXCL10	0.883
CCL17	CXCL11	0.758
CCL17	CXCL12	0.632
CCL17	CXCL13	0.797
CCL17	CXCL2	0.743
CCL17	CXCL8	0.857
CCL17	CXCL9	0.791
CCL17	CXCR2	0.821
CCL17	CXCR3	0.956
CCL17	CXCR4	0.912
CCL17	CXCR5	0.873
CCL17	CXCR6	0.828
CCL17	FCGR1A	0.407
CCL17	FCGR3A	0.446
CCL17	FCGR3B	0.433
CCL17	FOXP3	0.753
CCL17	GZMB	0.415
CCL17	HAVCR2	0.512
CCL17	ICAM1	0.524
CCL17	ICOS	0.4
CCL17	IDO1	0.47
CCL17	IFNA1	0.434
CCL17	IFNB1	0.412
CCL17	IFNG	0.764
CCL17	IL10	0.768
CCL17	IL13	0.913
CCL17	IL15	0.722
CCL17	IL17A	0.682
CCL17	IL17F	0.438
CCL17	IL18	0.53
CCL17	IL1A	0.633
CCL17	IL1B	0.684
CCL17	IL2	0.741
CCL17	IL21R	0.463
CCL17	IL22	0.59
CCL17	IL2RA	0.415
CCL17	IL3	0.552
CCL17	IL33	0.779
CCL17	IL3RA	0.543
CCL17	IL4	0.794
CCL17	IL4R	0.533
CCL17	IL5	0.776
CCL17	IL6	0.806
CCL17	IL7	0.766
CCL17	IL7R	0.641
CCL17	IL9	0.757
CCL17	IRF4	0.461
CCL17	ITGA4	0.512
CCL17	ITGAE	0.453
CCL17	ITGAM	0.555
CCL17	ITGAX	0.542
CCL17	KLRK1	0.536
CCL17	LTA	0.562
CCL17	MMP9	0.455
CCL17	MRC1	0.62
CCL17	PDCD1	0.588
CCL17	PDCD1LG2	0.426
CCL17	PTPRC	0.428
CCL17	SDC1	0.703
CCL17	SELE	0.45
CCL17	SELL	0.449
CCL17	STAT1	0.448
CCL17	STAT3	0.445
CCL17	STAT6	0.573
CCL17	TBX21	0.412
