protein_a	protein_b	combined_score
APOE	HIF1A	0.485
APOE	HMOX1	0.572
APOE	HSPA5	0.493
APOE	HTT	0.472
APOE	ICAM1	0.789
APOE	IFNG	0.838
APOE	IL10	0.734
APOE	IL18	0.549
APOE	IL1A	0.602
APOE	IL1B	0.846
APOE	IL4	0.542
APOE	IL6	0.835
APOE	INS	0.92
APOE	JUN	0.545
APOE	LAMP1	0.453
APOE	LGALS3	0.581
APOE	LRRK2	0.486
APOE	MAOA	0.434
APOE	MAOB	0.468
APOE	MAPK3	0.506
APOE	MAPT	0.991
APOE	MMP9	0.769
APOE	MPO	0.63
APOE	MRC1	0.533
APOE	MTOR	0.447
APOE	NEFL	0.613
APOE	NFE2L2	0.49
APOE	NFKB1	0.554
APOE	NFKBIA	0.478
APOE	NGF	0.609
APOE	NLRP3	0.505
APOE	NOS1	0.586
APOE	NOX1	0.501
APOE	NOX4	0.562
APOE	OPTN	0.562
APOE	PARK7	0.431
APOE	PINK1	0.472
APOE	PPARA	0.632
APOE	PPARG	0.74
APOE	PPARGC1A	0.522
APOE	PRKN	0.617
APOE	PRNP	0.717
APOE	PSEN1	0.956
APOE	PSEN2	0.961
APOE	PTEN	0.528
APOE	PTGS2	0.521
APOE	PXDN	0.611
APOE	PXDNL	0.608
APOE	RBFOX3	0.426
APOE	S100B	0.527
APOE	SCARB2	0.797
APOE	SIRT1	0.584
APOE	SLC1A2	0.42
APOE	SLC6A3	0.451
APOE	SNCA	0.996
APOE	SNCAIP	0.417
APOE	SOD1	0.536
APOE	SOD2	0.448
APOE	SOD2-2	0.447
APOE	SQSTM1	0.598
APOE	SRC	0.592
APOE	STAT3	0.487
APOE	SYP	0.493
APOE	TARDBP	0.667
APOE	TFRC	0.48
APOE	TGFB1	0.694
APOE	TLR2	0.543
APOE	TLR4	0.777
APOE	TNF	0.806
APOE	TP53	0.678
APOE	TREM2	0.997
APOE	TXN	0.438
APOE	UCP2	0.404
APOE	VCP	0.622
APOE	VDAC1	0.761
APOE	XBP1	0.432
APOE	XDH	0.539
APP	ATG5	0.475
APP	ATG7	0.453
APP	ATP13A2	0.434
APP	ATXN3	0.401
APP	BACE1	0.999
APP	BCL2	0.594
APP	BDNF	0.858
APP	BECN1	0.511
APP	C9orf72	0.749
APP	CALB1	0.442
APP	CALM3	0.52
APP	CALML5	0.488
APP	CASP1	0.502
APP	CASP3	0.908
APP	CASP8	0.431
APP	CASP9	0.43
APP	CCL2	0.506
APP	CD63	0.538
APP	CD68	0.533
APP	CDK5	0.868
APP	CHAT	0.619
APP	CREB1	0.713
APP	CTNNB1	0.814
APP	CTSB	0.902
APP	CTSD	0.735
APP	CTSS	0.448
APP	CYCS	0.709
APP	DLG4	0.829
APP	DNM1L	0.478
APP	EGFR	0.889
APP	FIS1	0.419
APP	FOS	0.543
APP	FOXO3	0.836
APP	GAPDH	0.98
APP	GBA	0.455
APP	GDNF	0.506
APP	GFAP	0.772
APP	GPX2	0.449
APP	GPX3	0.449
APP	GPX5	0.449
APP	GPX6	0.449
APP	GPX7	0.45
APP	GPX8	0.45
APP	GRIN2B	0.872
APP	GRN	0.601
APP	GSK3B	0.897
APP	HIF1A	0.483
APP	HMGB1	0.583
APP	HMOX1	0.512
APP	HSP90AA1	0.63
APP	HSP90AB1	0.465
APP	HSPA4	0.849
APP	HSPA5	0.563
APP	HSPA8	0.826
APP	HSPB1	0.602
APP	HSPB2	0.609
APP	HSPB3	0.573
APP	HTRA2	0.581
APP	HTT	0.826
APP	ICAM1	0.595
APP	IFNG	0.55
APP	IL10	0.561
APP	IL18	0.416
APP	IL1A	0.507
APP	IL1B	0.828
APP	IL4	0.452
APP	IL6	0.68
APP	INS	0.799
APP	JUN	0.79
APP	KEAP1	0.463
APP	LAMP1	0.558
APP	LRRK2	0.684
APP	MAOA	0.491
APP	MAOB	0.589
APP	MAP1B	0.657
APP	MAP1LC3A	0.511
APP	MAP1LC3B	0.58
APP	MAP2	0.592
APP	MAP3K5	0.728
APP	MAPK3	0.753
APP	MAPK8	0.718
APP	MAPT	0.995
APP	MBP	0.744
APP	MFN1	0.417
APP	MFN2	0.463
APP	MMP9	0.644
APP	MTOR	0.491
APP	NEFL	0.861
APP	NFE2L2	0.546
APP	NFKB1	0.87
APP	NFKBIA	0.417
APP	NGF	0.85
APP	NOS1	0.501
APP	NTRK2	0.602
APP	OPA1	0.495
APP	OPTN	0.525
APP	PARK7	0.731
APP	PINK1	0.633
APP	PPARG	0.548
APP	PPARGC1A	0.493
APP	PPIF	0.644
APP	PRKN	0.856
APP	PRNP	0.998
APP	PSEN1	0.999
APP	PSEN2	0.969
APP	PTEN	0.592
APP	PTGS2	0.642
APP	PXDN	0.669
APP	PXDNL	0.658
APP	RBFOX3	0.67
APP	S100B	0.748
APP	SCARB2	0.647
APP	SIRT1	0.572
APP	SLC1A2	0.632
APP	SLC40A1	0.633
APP	SLC6A3	0.479
APP	SNCA	0.993
APP	SNCB	0.628
APP	SOD1	0.802
APP	SQSTM1	0.522
APP	SRC	0.864
APP	STAT3	0.753
APP	STUB1	0.693
APP	SYN1	0.773
APP	SYP	0.918
APP	TARDBP	0.881
APP	TFEB	0.447
APP	TFRC	0.651
APP	TGFB1	0.895
APP	TH	0.506
APP	TLR2	0.578
APP	TLR4	0.67
APP	TNF	0.799
APP	TOMM20	0.579
APP	TP53	0.714
APP	TRAF6	0.52
APP	TREM2	0.901
APP	UCHL1	0.746
APP	VCP	0.652
APP	VDAC1	0.659
APP	VPS35	0.533
ATF4	ATF6	0.942
ATF4	ATG5	0.463
ATF4	ATG7	0.428
ATF4	BAX	0.417
ATF4	BCL2	0.597
ATF4	BECN1	0.472
ATF4	CASP3	0.602
ATF4	CASP9	0.435
ATF4	CCL2	0.814
ATF4	CREB1	0.959
ATF4	CYCS	0.453
ATF4	DDIT3	0.996
ATF4	EIF2AK3	0.992
ATF4	ERN1	0.835
ATF4	FOS	0.831
ATF4	FOXO1	0.663
ATF4	GAPDH	0.555
ATF4	GCLC	0.518
ATF4	GCLM	0.66
ATF4	GPX4	0.429
ATF4	GSK3B	0.932
ATF4	HIF1A	0.499
ATF4	HMOX1	0.76
ATF4	HSPA5	0.975
ATF4	IL1B	0.428
ATF4	IL6	0.414
ATF4	INS	0.518
ATF4	JUN	0.928
ATF4	KEAP1	0.694
ATF4	MAP1LC3B	0.502
ATF4	MAP3K5	0.513
ATF4	MAPK3	0.75
ATF4	MTOR	0.572
ATF4	NFE2L2	0.953
ATF4	NFKBIA	0.419
ATF4	NQO1	0.561
ATF4	PARK7	0.429
ATF4	PINK1	0.434
ATF4	PPARG	0.424
ATF4	PPARGC1A	0.406
ATF4	PRKCA	0.687
ATF4	PXDN	0.446
ATF4	PXDNL	0.445
ATF4	SQSTM1	0.453
ATF4	STAT3	0.565
ATF4	TNF	0.405
ATF4	TP53	0.45
ATF4	TRAF2	0.403
ATF4	XBP1	0.917
ATF6	ATG12	0.559
ATF6	ATG3	0.421
ATF6	ATG5	0.653
ATF6	ATG7	0.563
ATF6	BAX	0.447
ATF6	BCL2	0.716
ATF6	BCL2L1	0.504
ATF6	BECN1	0.645
ATF6	CASP1	0.467
ATF6	CASP3	0.737
ATF6	CASP8	0.524
ATF6	CASP9	0.627
ATF6	CREB1	0.701
ATF6	CYCS	0.614
ATF6	DDIT3	0.989
ATF6	DNAJB1	0.455
ATF6	EIF2AK3	0.978
ATF6	ERN1	0.976
ATF6	FOS	0.573
ATF6	FOXO1	0.426
ATF6	FOXO3	0.411
ATF6	GAPDH	0.63
ATF6	GSK3B	0.457
ATF6	HIF1A	0.438
ATF6	HMOX1	0.449
ATF6	HSP90AA1	0.551
ATF6	HSP90AB1	0.529
ATF6	HSPA4	0.718
ATF6	HSPA5	0.999
ATF6	HSPA8	0.427
ATF6	HSPA9	0.455
ATF6	IL1B	0.519
ATF6	IL6	0.678
ATF6	INS	0.598
ATF6	ITPR1	0.541
ATF6	JUN	0.672
ATF6	KEAP1	0.443
ATF6	MAP1LC3B	0.556
ATF6	MAP3K5	0.712
ATF6	MAPK3	0.4
ATF6	MAPK8	0.514
ATF6	MCL1	0.458
ATF6	MFN2	0.41
ATF6	MTOR	0.523
ATF6	NFE2L2	0.541
ATF6	NFKB1	0.63
ATF6	PIK3C3	0.431
ATF6	PINK1	0.409
ATF6	PPARA	0.442
ATF6	PPARG	0.431
ATF6	PPARGC1A	0.786
ATF6	PSEN1	0.496
ATF6	PXDN	0.579
ATF6	PXDNL	0.579
ATF6	SIRT1	0.467
ATF6	SOD1	0.423
ATF6	SOD2	0.473
ATF6	SOD2-2	0.466
ATF6	SQSTM1	0.471
ATF6	STAT3	0.449
ATF6	TFAM	0.585
ATF6	TLR4	0.409
ATF6	TNF	0.523
ATF6	TP53	0.51
ATF6	TRAF2	0.572
ATF6	TXN	0.408
ATF6	VCP	0.593
ATF6	XBP1	0.998
ATG12	ATG16L1	0.999
ATG12	ATG3	0.999
ATG12	ATG5	0.999
ATG12	ATG7	0.999
ATG12	ATXN3	0.496
ATG12	BCL2	0.989
ATG12	BCL2L1	0.729
ATG12	BECN1	0.991
ATG12	BECN2	0.746
ATG12	BNIP3	0.712
ATG12	BNIP3L	0.701
ATG12	CASP3	0.608
ATG12	CASP8	0.899
ATG12	CASP9	0.472
ATG12	CTSB	0.523
ATG12	CTSD	0.522
ATG12	CTSS	0.49
ATG12	CYCS	0.523
ATG12	DNM1L	0.408
ATG12	EGFR	0.578
ATG12	EIF2AK3	0.44
ATG12	ERN1	0.481
ATG12	FADD	0.982
ATG12	FOXO1	0.505
ATG12	FOXO3	0.613
ATG12	FUNDC1	0.733
ATG12	GAPDH	0.685
ATG12	GRN	0.461
ATG12	HDAC6	0.477
ATG12	HIF1A	0.442
ATG12	HSP90AA1	0.437
ATG12	HSP90AB1	0.41
ATG12	HSPA4	0.437
ATG12	HSPA5	0.692
ATG12	HSPA8	0.524
ATG12	HTT	0.589
ATG12	LAMP1	0.676
ATG12	LAMP2	0.643
ATG12	MAP1A	0.928
ATG12	MAP1B	0.925
ATG12	MAP1LC3A	0.98
ATG12	MAP1LC3B	0.969
ATG12	MAP1S	0.923
ATG12	MAPK8	0.446
ATG12	MCL1	0.988
ATG12	MFN1	0.712
ATG12	MFN2	0.824
ATG12	MTOR	0.761
ATG12	OPTN	0.595
ATG12	PIK3C3	0.969
ATG12	PINK1	0.715
ATG12	PRKN	0.63
ATG12	PTEN	0.449
ATG12	PXDN	0.431
ATG12	PXDNL	0.431
ATG12	RIPK1	0.635
ATG12	SIRT1	0.551
ATG12	SQSTM1	0.981
ATG12	TFEB	0.636
ATG12	TP53	0.511
ATG12	TRAF6	0.434
ATG12	VDAC1	0.701
ATG12	XBP1	0.568
ATG16L1	ATG3	0.999
ATG16L1	ATG5	0.999
ATG16L1	ATG7	0.995
ATG16L1	BCL2	0.52
ATG16L1	BECN1	0.965
ATG16L1	BECN2	0.617
ATG16L1	BNIP3	0.58
ATG16L1	BNIP3L	0.573
ATG16L1	CASP1	0.637
ATG16L1	CASP3	0.584
ATG16L1	CASP8	0.616
ATG16L1	ERN1	0.423
ATG16L1	FADD	0.587
ATG16L1	GAPDH	0.411
ATG16L1	HIF1A	0.467
ATG16L1	HSPA4	0.469
ATG16L1	HSPA5	0.612
ATG16L1	HSPA8	0.411
ATG16L1	HTT	0.541
ATG16L1	IFNG	0.447
ATG16L1	IL10	0.445
ATG16L1	IL18	0.529
ATG16L1	IL1B	0.545
ATG16L1	IL6	0.43
ATG16L1	LAMP1	0.583
ATG16L1	LAMP2	0.571
ATG16L1	LRRK2	0.45
ATG16L1	MAP1A	0.856
ATG16L1	MAP1B	0.791
ATG16L1	MAP1LC3A	0.854
ATG16L1	MAP1LC3B	0.955
ATG16L1	MAP1S	0.836
ATG16L1	MTOR	0.624
ATG16L1	NLRP3	0.673
ATG16L1	OPTN	0.691
ATG16L1	PIK3C3	0.929
ATG16L1	PINK1	0.517
ATG16L1	PRKN	0.419
ATG16L1	PTEN	0.401
ATG16L1	RIPK1	0.545
ATG16L1	SQSTM1	0.973
ATG16L1	TFEB	0.579
ATG16L1	TFRC	0.402
ATG16L1	TLR2	0.773
ATG16L1	TLR4	0.477
ATG16L1	TNF	0.479
ATG16L1	TRAF6	0.403
ATG16L1	VDAC2	0.472
ATG16L1	XBP1	0.577
ATG3	ATG5	0.999
ATG3	ATG7	0.999
ATG3	ATXN3	0.581
ATG3	BCL2	0.749
ATG3	BCL2L1	0.678
ATG3	BECN1	0.991
ATG3	BECN2	0.677
ATG3	BNIP3	0.598
ATG3	BNIP3L	0.587
ATG3	CASP3	0.523
ATG3	CASP8	0.473
ATG3	CASP9	0.42
ATG3	CTSB	0.428
ATG3	CTSD	0.402
ATG3	CTSS	0.423
ATG3	CYCS	0.442
ATG3	FADD	0.727
ATG3	FOXO3	0.476
ATG3	GAPDH	0.525
ATG3	HDAC6	0.422
ATG3	HSPA8	0.513
ATG3	IL1B	0.502
ATG3	LAMP1	0.578
ATG3	LAMP2	0.59
ATG3	LRRK2	0.438
ATG3	MAP1A	0.875
ATG3	MAP1B	0.805
ATG3	MAP1LC3A	0.997
ATG3	MAP1LC3B	0.998
ATG3	MAP1S	0.773
ATG3	MAPK8	0.401
ATG3	MCL1	0.41
ATG3	MTOR	0.685
ATG3	OPTN	0.507
ATG3	PIK3C3	0.933
ATG3	PINK1	0.655
ATG3	PRKN	0.542
ATG3	PSMD4	0.501
ATG3	SIRT1	0.463
ATG3	SQSTM1	0.804
ATG3	TFEB	0.602
ATG3	TP53	0.436
ATG5	ATG7	0.999
ATG5	BAX	0.426
ATG5	BCL2	0.845
ATG5	BCL2L1	0.992
ATG5	BECN1	0.986
ATG5	BECN2	0.769
ATG5	BNIP3	0.797
ATG5	BNIP3L	0.728
ATG5	CALM3	0.403
ATG5	CALML5	0.403
ATG5	CASP1	0.805
ATG5	CASP3	0.787
ATG5	CASP8	0.975
ATG5	CASP9	0.668
ATG5	COX4I1	0.425
ATG5	CREB1	0.56
ATG5	CTNNB1	0.434
ATG5	CTSB	0.601
ATG5	CTSD	0.622
ATG5	CTSS	0.529
ATG5	CYBB	0.463
ATG5	CYCS	0.82
ATG5	DDIT3	0.476
ATG5	DNM1L	0.553
ATG5	EGFR	0.495
ATG5	EIF2AK3	0.562
ATG5	ERN1	0.601
ATG5	FADD	0.994
ATG5	FIS1	0.584
ATG5	FOXO1	0.593
ATG5	FOXO3	0.664
ATG5	FUNDC1	0.777
ATG5	GAPDH	0.795
ATG5	GSK3B	0.461
ATG5	HDAC6	0.722
ATG5	HIF1A	0.595
ATG5	HMGB1	0.498
ATG5	HMOX1	0.475
ATG5	HSP90AA1	0.511
ATG5	HSP90AB1	0.496
ATG5	HSPA4	0.497
ATG5	HSPA5	0.627
ATG5	HSPA8	0.548
ATG5	HTT	0.725
ATG5	IFNG	0.481
ATG5	IL18	0.476
ATG5	IL1B	0.598
ATG5	IL6	0.531
ATG5	INS	0.517
ATG5	ITPR1	0.627
ATG5	JUN	0.482
ATG5	KEAP1	0.621
ATG5	LAMP1	0.793
ATG5	LAMP2	0.748
ATG5	MAP1A	0.904
ATG5	MAP1B	0.867
ATG5	MAP1LC3A	0.977
ATG5	MAP1LC3B	0.987
ATG5	MAP1S	0.886
ATG5	MAP3K5	0.423
ATG5	MAPK3	0.508
ATG5	MAPK8	0.549
ATG5	MCL1	0.55
ATG5	MFN1	0.804
ATG5	MFN2	0.886
ATG5	MTOR	0.83
ATG5	NCOA4	0.457
ATG5	NFE2L2	0.519
ATG5	NFKB1	0.453
ATG5	NLRP3	0.683
ATG5	OPTN	0.798
ATG5	PIK3C3	0.972
ATG5	PINK1	0.776
ATG5	PPARGC1A	0.52
ATG5	PPIF	0.432
ATG5	PRKN	0.717
ATG5	PSEN1	0.439
ATG5	PTEN	0.582
ATG5	PXDN	0.627
ATG5	PXDNL	0.624
ATG5	RIPK1	0.897
ATG5	RIPK3	0.639
ATG5	SIRT1	0.993
ATG5	SIRT3	0.498
ATG5	SNCA	0.639
ATG5	SOD1	0.437
ATG5	SQSTM1	0.991
ATG5	SRC	0.402
ATG5	STAT3	0.604
ATG5	TFAM	0.456
ATG5	TFEB	0.762
ATG5	TLR4	0.456
ATG5	TNF	0.548
ATG5	TOMM20	0.601
ATG5	TP53	0.764
ATG5	TRAF6	0.555
ATG5	VCP	0.572
ATG5	VDAC1	0.764
ATG5	VPS35	0.437
ATG5	XBP1	0.674
ATG7	ATXN3	0.512
ATG7	BCL2	0.807
ATG7	BCL2L1	0.734
ATG7	BECN1	0.983
ATG7	BECN2	0.759
ATG7	BNIP3	0.759
ATG7	BNIP3L	0.691
ATG7	CASP1	0.494
ATG7	CASP3	0.807
ATG7	CASP8	0.711
ATG7	CASP9	0.688
ATG7	COX4I1	0.406
ATG7	CTNNB1	0.457
ATG7	CTSB	0.573
ATG7	CTSD	0.595
ATG7	CTSS	0.519
ATG7	CYBB	0.428
ATG7	CYCS	0.595
ATG7	DDIT3	0.428
ATG7	DNM1L	0.55
ATG7	EGFR	0.433
ATG7	EIF2AK3	0.474
ATG7	ERN1	0.571
ATG7	FADD	0.546
ATG7	FIS1	0.501
ATG7	FOXO1	0.998
ATG7	FOXO3	0.79
ATG7	FUNDC1	0.577
ATG7	GAPDH	0.711
ATG7	GSK3B	0.455
ATG7	HDAC6	0.548
ATG7	HIF1A	0.535
ATG7	HMGB1	0.403
ATG7	HMOX1	0.465
ATG7	HSP90AA1	0.48
ATG7	HSP90AB1	0.473
ATG7	HSPA4	0.488
ATG7	HSPA5	0.576
ATG7	HSPA8	0.565
ATG7	HTT	0.556
ATG7	IFNG	0.4
ATG7	IL1B	0.663
ATG7	IL6	0.472
ATG7	INS	0.541
ATG7	JUN	0.614
ATG7	KEAP1	0.708
ATG7	LAMP1	0.738
ATG7	LAMP2	0.71
ATG7	LRRK2	0.404
ATG7	MAP1A	0.866
ATG7	MAP1B	0.784
ATG7	MAP1LC3A	0.998
ATG7	MAP1LC3B	0.998
ATG7	MAP1S	0.864
ATG7	MAPK3	0.485
ATG7	MAPK8	0.467
ATG7	MCL1	0.487
ATG7	MFN1	0.541
ATG7	MFN2	0.599
ATG7	MTOR	0.772
ATG7	NCOA4	0.443
ATG7	NFE2L2	0.582
ATG7	NFKB1	0.41
ATG7	NLRP3	0.656
ATG7	OPTN	0.571
ATG7	PIK3C3	0.927
ATG7	PINK1	0.78
ATG7	PPARA	0.42
ATG7	PPARG	0.421
ATG7	PPARGC1A	0.547
ATG7	PRKN	0.733
ATG7	PSEN1	0.471
ATG7	PSMD4	0.555
ATG7	PTEN	0.575
ATG7	PXDN	0.566
ATG7	PXDNL	0.562
ATG7	RIPK1	0.695
ATG7	RIPK3	0.572
ATG7	SIRT1	0.993
ATG7	SIRT3	0.422
ATG7	SNCA	0.551
ATG7	SOD1	0.448
ATG7	SQSTM1	0.938
ATG7	SRC	0.678
ATG7	STAT3	0.48
ATG7	TARDBP	0.472
ATG7	TFAM	0.41
ATG7	TFEB	0.758
ATG7	TLR4	0.478
ATG7	TNF	0.512
ATG7	TOMM20	0.552
ATG7	TP53	0.907
ATG7	TRAF6	0.467
ATG7	VCP	0.437
ATG7	VDAC1	0.49
ATG7	VPS35	0.509
ATG7	XBP1	0.565
ATP13A2	C9orf72	0.418
ATP13A2	CTSD	0.574
ATP13A2	DNAJC13	0.734
ATP13A2	DNAJC6	0.789
ATP13A2	FBXO7	0.885
ATP13A2	FTL	0.454
ATP13A2	GAK	0.766
ATP13A2	GBA	0.871
ATP13A2	GRN	0.426
ATP13A2	HDAC6	0.647
ATP13A2	HSPA8	0.534
ATP13A2	HTRA2	0.687
ATP13A2	HTT	0.478
ATP13A2	LAMP1	0.653
ATP13A2	LAMP2	0.405
ATP13A2	LRRK2	0.848
ATP13A2	MAP1S	0.472
ATP13A2	MAPT	0.724
ATP13A2	PARK7	0.957
ATP13A2	PINK1	0.924
ATP13A2	PLA2G6	0.844
ATP13A2	PRKN	0.836
ATP13A2	PSEN1	0.418
ATP13A2	RAB29	0.567
ATP13A2	SLC11A2	0.564
ATP13A2	SLC6A3	0.816
ATP13A2	SNCA	0.941
ATP13A2	SNCAIP	0.446
ATP13A2	SNCB	0.551
ATP13A2	SOD1	0.412
ATP13A2	TARDBP	0.462
ATP13A2	TFEB	0.408
ATP13A2	TH	0.446
ATP13A2	TMEM230	0.582
ATP13A2	UCHL1	0.683
ATP13A2	VPS35	0.856
ATP5F1A	BACE1	0.403
ATP5F1A	COX4I1	0.922
ATP5F1A	CTNNB1	0.441
ATP5F1A	CYCS	0.635
ATP5F1A	GAPDH	0.785
ATP5F1A	GSR	0.569
ATP5F1A	HSP90AA1	0.645
ATP5F1A	HSP90AB1	0.706
ATP5F1A	HSPA1B	0.538
ATP5F1A	HSPA5	0.63
ATP5F1A	HSPA8	0.63
ATP5F1A	HSPA9	0.871
ATP5F1A	LRRK2	0.526
ATP5F1A	MFN2	0.409
ATP5F1A	MTOR	0.433
ATP5F1A	NDUFA9	0.947
ATP5F1A	NDUFS1	0.961
ATP5F1A	PARK7	0.457
ATP5F1A	PPARGC1A	0.437
ATP5F1A	PPIF	0.413
ATP5F1A	PRDX1	0.499
ATP5F1A	PRDX3	0.63
ATP5F1A	SDHB	0.949
ATP5F1A	SIRT3	0.674
ATP5F1A	SOD1	0.53
ATP5F1A	SOD2	0.603
ATP5F1A	SOD2-2	0.603
ATP5F1A	TFAM	0.525
ATP5F1A	TOMM20	0.686
ATP5F1A	VCP	0.457
ATP5F1A	VDAC1	0.889
ATP5F1A	VDAC2	0.715
ATXN3	BECN1	0.989
ATXN3	BECN2	0.913
ATXN3	C9orf72	0.513
ATXN3	CREB1	0.419
ATXN3	DNAJB1	0.61
ATXN3	FBXO7	0.562
ATXN3	FOXO1	0.547
ATXN3	FOXO3	0.543
ATXN3	GSK3B	0.455
ATXN3	HDAC6	0.921
ATXN3	HSP90AA1	0.637
ATXN3	HSP90AB1	0.51
ATXN3	HSPA4	0.562
ATXN3	HSPA8	0.514
ATXN3	HSPA9	0.509
ATXN3	HTRA2	0.43
ATXN3	HTT	0.878
ATXN3	ITPR1	0.996
ATXN3	LRRK2	0.434
ATXN3	MAP1LC3A	0.554
ATXN3	MAPT	0.446
ATXN3	PIK3C3	0.416
ATXN3	PINK1	0.463
ATXN3	PLA2G6	0.499
ATXN3	PRKN	0.996
ATXN3	PSMD4	0.521
ATXN3	SNCA	0.722
ATXN3	SOD1	0.53
ATXN3	SOD2	0.795
ATXN3	SQSTM1	0.525
ATXN3	STUB1	0.983
ATXN3	TARDBP	0.614
ATXN3	TP53	0.499
ATXN3	TRAF6	0.433
ATXN3	TXN	0.493
ATXN3	UCHL1	0.659
ATXN3	VCP	0.999
BACE1	BCL2	0.67
BACE1	BCL2L1	0.47
BACE1	BDNF	0.638
BACE1	BECN1	0.4
BACE1	CALM3	0.636
BACE1	CASP3	0.67
BACE1	CDK5	0.876
BACE1	CHAT	0.447
BACE1	CREB1	0.541
BACE1	CTNNB1	0.505
BACE1	CTSB	0.771
BACE1	CTSS	0.594
BACE1	CYCS	0.419
BACE1	DLG4	0.618
BACE1	DRD2	0.464
BACE1	GAPDH	0.516
BACE1	GFAP	0.566
BACE1	GRIN2B	0.418
BACE1	GSK3B	0.677
BACE1	HMOX1	0.4
BACE1	HSPA5	0.597
BACE1	HTT	0.579
BACE1	IL1B	0.559
BACE1	IL6	0.503
BACE1	INS	0.513
BACE1	JUN	0.448
BACE1	LAMP1	0.427
BACE1	MAOA	0.454
BACE1	MAOB	0.541
BACE1	MAP2	0.473
BACE1	MAPK3	0.406
BACE1	MAPT	0.77
BACE1	NEFL	0.489
BACE1	NFE2L2	0.433
BACE1	NFKB1	0.497
BACE1	NGF	0.485
BACE1	NTRK2	0.446
BACE1	PINK1	0.414
BACE1	PPARG	0.493
BACE1	PRNP	0.744
BACE1	PSEN1	0.972
BACE1	PSEN2	0.853
BACE1	PTGS2	0.446
BACE1	PXDN	0.514
BACE1	PXDNL	0.481
BACE1	RBFOX3	0.427
BACE1	SIRT1	0.553
BACE1	SNCA	0.657
BACE1	SOD1	0.706
BACE1	STUB1	0.442
BACE1	SYN1	0.656
BACE1	SYP	0.786
BACE1	TARDBP	0.488
BACE1	TFRC	0.67
BACE1	TNF	0.532
BACE1	TREM2	0.573
BACE1	UCHL1	0.416
BACE1	VPS35	0.606
BAG5	BCL2	0.698
BAG5	CALM3	0.597
BAG5	CALML5	0.42
BAG5	CASP3	0.496
BAG5	DNAJB1	0.85
BAG5	DNAJC13	0.555
BAG5	GAK	0.936
BAG5	HSPA1B	0.991
BAG5	HSPA4	0.96
BAG5	HSPA5	0.623
BAG5	HSPA8	0.979
BAG5	HSPA9	0.622
BAG5	HSPB1	0.506
BAG5	HSPB2	0.492
BAG5	HSPB3	0.493
BAG5	LRRK2	0.843
BAG5	MAPK8	0.421
BAG5	PARK7	0.675
BAG5	PINK1	0.809
BAG5	PRKN	0.859
BAG5	RAB29	0.89
BAG5	SNCA	0.521
BAG5	SNCAIP	0.528
BAG5	SQSTM1	0.581
BAG5	STUB1	0.919
BAG5	TGFB1	0.403
BAG5	TNF	0.441
BAG5	TP53	0.703
BAG5	VDAC1	0.551
BAX	BCL2	0.999
BAX	BCL2L1	0.999
BAX	BDNF	0.464
BAX	BECN1	0.726
BAX	BECN2	0.548
BAX	CASP1	0.469
BAX	CASP3	0.884
BAX	CASP8	0.853
BAX	CASP9	0.856
BAX	CTNNB1	0.411
BAX	CYCS	0.993
BAX	DDIT3	0.555
BAX	DNM1L	0.676
BAX	EGFR	0.418
BAX	EIF2AK3	0.443
BAX	ERN1	0.815
BAX	FADD	0.503
BAX	GAPDH	0.735
BAX	GPX2	0.518
BAX	GPX3	0.514
BAX	GPX5	0.528
BAX	GPX6	0.523
BAX	GPX7	0.526
BAX	GPX8	0.523
BAX	GSK3B	0.576
BAX	HIF1A	0.447
BAX	HMOX1	0.729
BAX	HSPA4	0.547
BAX	HSPA5	0.479
BAX	IL1B	0.55
BAX	IL6	0.515
BAX	JUN	0.56
BAX	KEAP1	0.403
BAX	MAP1A	0.443
BAX	MAP1LC3B	0.408
BAX	MAP3K5	0.662
BAX	MAPK3	0.515
BAX	MAPK8	0.58
BAX	MCL1	0.999
BAX	MFN1	0.419
BAX	MFN2	0.431
BAX	MMP9	0.448
BAX	MTOR	0.534
BAX	NFE2L2	0.549
BAX	NQO1	0.409
BAX	PARK7	0.415
BAX	PPIF	0.931
BAX	PRKN	0.94
BAX	PTEN	0.442
BAX	PTGS2	0.664
BAX	PXDN	0.581
BAX	PXDNL	0.578
BAX	PYCARD	0.556
BAX	SIRT1	0.942
BAX	SNCA	0.513
BAX	STAT3	0.47
BAX	TGFB1	0.44
BAX	TNF	0.503
BAX	TP53	0.994
BAX	TRAF2	0.606
BAX	VDAC1	0.983
BAX	VDAC2	0.642
BAX	XBP1	0.413
BCL2	BCL2L1	0.999
BCL2	BDNF	0.793
BCL2	BECN1	0.999
BCL2	BECN2	0.999
BCL2	BNIP3	0.999
BCL2	BNIP3L	0.995
BCL2	CALM3	0.677
BCL2	CALML5	0.505
BCL2	CASP1	0.817
BCL2	CASP3	0.987
BCL2	CASP8	0.984
BCL2	CASP9	0.946
BCL2	CCL2	0.607
BCL2	CD63	0.413
BCL2	CD68	0.661
BCL2	CDK5	0.452
BCL2	COX4I1	0.639
BCL2	CREB1	0.925
BCL2	CTNNB1	0.781
BCL2	CTSB	0.947
BCL2	CTSD	0.949
BCL2	CTSS	0.946
BCL2	CYBA	0.402
BCL2	CYBB	0.706
BCL2	CYCS	0.997
BCL2	DDIT3	0.972
BCL2	DLG4	0.403
BCL2	DNAJB1	0.575
BCL2	DNM1L	0.631
BCL2	EGFR	0.839
